tempo_s,posicao_cm,velocidade_cms,x_ref_cm,e_int,u_K
36.777,14.1580,4.9896,15.0000,74.5412,40.6160
36.827,13.9709,-3.7422,15.0000,74.5926,33.0673
36.877,13.9086,-1.2474,15.0000,74.6472,34.9248
36.927,14.2828,7.4844,15.0000,74.6831,42.9569
36.977,13.8462,-8.7318,15.0000,74.7408,28.7077
37.027,14.3451,9.9792,15.0000,74.7735,45.1367
37.077,14.3451,0.0000,15.0000,74.8063,37.0621
37.127,13.8462,-9.9792,15.0000,74.8639,27.6984
37.177,13.8462,0.0000,15.0000,74.9216,35.7730
37.227,14.0333,3.7422,15.0000,74.9700,39.2844
37.277,13.9709,-1.2474,15.0000,75.0214,35.0860
37.327,14.0333,1.2474,15.0000,75.0698,37.2658
37.377,14.1580,2.4948,15.0000,75.1119,38.5973
37.427,14.0957,-1.2474,15.0000,75.1571,35.4082
37.477,13.9709,-2.4948,15.0000,75.2085,34.0766
37.527,13.5967,-7.4844,15.0000,75.2787,29.0725
37.577,13.7214,2.4948,15.0000,75.3426,37.4694
37.627,13.6591,-1.2474,15.0000,75.4097,34.2803
37.677,13.7838,2.4948,15.0000,75.4705,37.6305
37.727,13.5343,-4.9896,15.0000,75.5438,30.9300
37.777,13.4096,-2.4948,15.0000,75.6233,32.6264
37.827,13.4720,1.2474,15.0000,75.6997,35.8155
37.877,13.7214,4.9896,15.0000,75.7636,39.4880
37.927,13.4096,-6.2370,15.0000,75.8431,29.5984
37.977,13.2849,-2.4948,15.0000,75.9289,32.3041
38.027,13.2225,-1.2474,15.0000,76.0178,33.1523
38.077,12.9730,-4.9896,15.0000,76.1191,29.4798
38.127,13.0354,1.2474,15.0000,76.2173,34.6875
38.177,13.1601,2.4948,15.0000,76.3093,36.0191
38.227,13.1601,0.0000,15.0000,76.4013,34.0005
38.277,13.1601,0.0000,15.0000,76.4933,34.0005
38.327,13.0354,-2.4948,15.0000,76.5916,31.6596
38.377,12.9730,-1.2474,15.0000,76.6929,32.5077
38.427,13.0977,2.4948,15.0000,76.7880,35.8580
38.477,12.6612,-8.7318,15.0000,76.9050,25.6461
38.527,12.9106,4.9896,15.0000,77.0094,37.3932
38.577,12.9730,1.2474,15.0000,77.1108,34.5264
38.627,12.9106,-1.2474,15.0000,77.2153,32.3466
38.677,12.9106,0.0000,15.0000,77.3197,33.3559
38.727,13.0354,2.4948,15.0000,77.4180,35.6969
38.777,13.0977,1.2474,15.0000,77.5131,34.8487
38.827,12.8483,-4.9896,15.0000,77.6207,29.1575
38.877,12.8483,0.0000,15.0000,77.7282,33.1948
38.927,12.9106,1.2474,15.0000,77.8327,34.3652
38.977,13.0977,3.7422,15.0000,77.9278,36.8673
39.027,12.9730,-2.4948,15.0000,78.0292,31.4984
39.077,12.9106,-1.2474,15.0000,78.1336,32.3466
39.127,13.0354,2.4948,15.0000,78.2319,35.6969
39.177,13.2849,4.9896,15.0000,78.3176,38.3601
39.227,13.1601,-2.4948,15.0000,78.4096,31.9818
39.277,13.2849,2.4948,15.0000,78.4954,36.3414
39.327,13.0977,-3.7422,15.0000,78.5905,30.8114
39.377,13.2849,3.7422,15.0000,78.6762,37.3507
39.427,13.1601,-2.4948,15.0000,78.7682,31.9818
39.477,13.2849,2.4948,15.0000,78.8540,36.3414
39.527,13.0354,-4.9896,15.0000,78.9522,29.6409
39.577,13.4096,7.4844,15.0000,79.0317,40.7010
39.627,13.3472,-1.2474,15.0000,79.1144,33.4746
39.677,13.4096,1.2474,15.0000,79.1939,35.6544
39.727,13.0977,-6.2370,15.0000,79.2890,28.7927
39.777,12.9730,-2.4948,15.0000,79.3904,31.4984
39.827,13.0977,2.4948,15.0000,79.4855,35.8580
39.877,13.1601,1.2474,15.0000,79.5775,35.0098
39.927,12.8483,-6.2370,15.0000,79.6851,28.1481
39.977,12.7859,-1.2474,15.0000,79.7958,32.0243
40.027,13.0977,6.2370,15.0000,79.8909,38.8860
40.077,12.9730,-2.4948,15.0000,79.9922,31.4984
40.127,13.1601,3.7422,15.0000,80.0842,37.0284
40.177,13.0354,-2.4948,15.0000,80.1825,31.6596
40.227,13.0977,1.2474,15.0000,80.2776,34.8487
40.277,13.2849,3.7422,15.0000,80.3633,37.3507
40.327,13.2225,-1.2474,15.0000,80.4522,33.1523
40.377,13.0977,-2.4948,15.0000,80.5473,31.8207
40.427,13.2849,3.7422,15.0000,80.6331,37.3507
40.477,13.1601,-2.4948,15.0000,80.7251,31.9818
40.527,13.0354,-2.4948,15.0000,80.8233,31.6596
40.577,13.2225,3.7422,15.0000,80.9122,37.1896
40.627,13.0977,-2.4948,15.0000,81.0073,31.8207
40.677,13.1601,1.2474,15.0000,81.0993,35.0098
40.727,13.0977,-1.2474,15.0000,81.1944,32.8300
40.777,13.5343,8.7318,15.0000,81.2677,42.0326
40.827,13.1601,-7.4844,15.0000,81.3597,27.9445
40.877,13.2849,2.4948,15.0000,81.4454,36.3414
40.927,13.2849,0.0000,15.0000,81.5312,34.3228
40.977,13.1601,-2.4948,15.0000,81.6232,31.9818
41.027,13.0977,-1.2474,15.0000,81.7183,32.8300
41.077,13.1601,1.2474,15.0000,81.8103,35.0098
41.127,13.2849,2.4948,15.0000,81.8961,36.3414
41.177,13.2849,0.0000,15.0000,81.9818,34.3228
41.227,13.1601,-2.4948,15.0000,82.0738,31.9818
41.277,13.2225,1.2474,15.0000,82.1627,35.1709
41.327,13.1601,-1.2474,15.0000,82.2547,32.9911
41.377,12.9730,-3.7422,15.0000,82.3560,30.4891
41.427,13.2849,6.2370,15.0000,82.4418,39.3694
41.477,13.1601,-2.4948,15.0000,82.5338,31.9818
41.527,13.2849,2.4948,15.0000,82.6195,36.3414
41.577,13.0977,-3.7422,15.0000,82.7146,30.8114
41.627,13.0977,0.0000,15.0000,82.8098,33.8393
41.677,13.3472,4.9896,15.0000,82.8924,38.5212
41.727,13.1601,-3.7422,15.0000,82.9844,30.9725
41.777,13.3472,3.7422,15.0000,83.0670,37.5119
41.827,13.0977,-4.9896,15.0000,83.1621,29.8020
41.877,13.4096,6.2370,15.0000,83.2417,39.6917
41.927,13.0977,-6.2370,15.0000,83.3368,28.7927
41.977,13.1601,1.2474,15.0000,83.4288,35.0098
42.027,13.1601,0.0000,15.0000,83.5208,34.0005
42.077,13.4096,4.9896,15.0000,83.6003,38.6823
42.127,13.0354,-7.4844,15.0000,83.6985,27.6222
42.177,13.1601,2.4948,15.0000,83.7905,36.0191
42.227,13.4720,6.2370,15.0000,83.8669,39.8528
42.277,12.9730,-9.9792,15.0000,83.9683,25.4425
42.327,13.3472,7.4844,15.0000,84.0509,40.5398
42.377,13.3472,0.0000,15.0000,84.1335,34.4839
42.427,13.4720,2.4948,15.0000,84.2099,36.8248
42.477,13.5343,1.2474,15.0000,84.2832,35.9766
42.527,13.4720,-1.2474,15.0000,84.3596,33.7968
42.577,13.2849,-3.7422,15.0000,84.4454,31.2948
42.627,13.0977,-3.7422,15.0000,84.5405,30.8114
42.677,13.3472,4.9896,15.0000,84.6231,38.5212
42.727,13.2849,-1.2474,15.0000,84.7089,33.3134
42.777,13.5967,6.2370,15.0000,84.7791,40.1751
42.827,13.5343,-1.2474,15.0000,84.8523,33.9580
42.877,13.3472,-3.7422,15.0000,84.9350,31.4559
42.927,13.5343,3.7422,15.0000,85.0083,37.9953
42.977,13.4720,-1.2474,15.0000,85.0847,33.7968
43.027,13.4096,-1.2474,15.0000,85.1642,33.6357
43.077,13.3472,-1.2474,15.0000,85.2468,33.4746
43.127,13.5967,4.9896,15.0000,85.3170,39.1658
43.177,13.7214,2.4948,15.0000,85.3809,37.4694
43.227,13.4720,-4.9896,15.0000,85.4573,30.7688
43.277,13.4096,-1.2474,15.0000,85.5368,33.6357
43.327,13.4096,0.0000,15.0000,85.6164,34.6450
43.377,13.7838,7.4844,15.0000,85.6772,41.6678
43.427,13.1601,-12.4740,15.0000,85.7692,23.9072
43.477,13.2225,1.2474,15.0000,85.8580,35.1709
43.527,13.5343,6.2370,15.0000,85.9313,40.0139
43.577,13.5343,0.0000,15.0000,86.0046,34.9673
43.627,13.4720,-1.2474,15.0000,86.0810,33.7968
43.677,13.4720,0.0000,15.0000,86.1574,34.8062
43.727,13.4096,-1.2474,15.0000,86.2369,33.6357
43.777,13.5343,2.4948,15.0000,86.3102,36.9860
43.827,13.7838,4.9896,15.0000,86.3710,39.6492
43.877,13.4720,-6.2370,15.0000,86.4474,29.7595
43.927,13.4720,0.0000,15.0000,86.5238,34.8062
43.977,13.4096,-1.2474,15.0000,86.6034,33.6357
44.027,13.5343,2.4948,15.0000,86.6766,36.9860
44.077,13.7214,3.7422,15.0000,86.7406,38.4787
44.127,13.5967,-2.4948,15.0000,86.8107,33.1098
44.177,13.5967,0.0000,15.0000,86.8809,35.1284
44.227,13.6591,1.2474,15.0000,86.9479,36.2989
44.277,13.7838,2.4948,15.0000,87.0088,37.6305
44.327,13.4720,-6.2370,15.0000,87.0852,29.7595
44.377,13.5343,1.2474,15.0000,87.1584,35.9766
44.427,13.5967,1.2474,15.0000,87.2286,36.1378
44.477,13.6591,1.2474,15.0000,87.2956,36.2989
44.527,13.4096,-4.9896,15.0000,87.3752,30.6077
44.577,13.4720,1.2474,15.0000,87.4516,35.8155
44.627,13.7838,6.2370,15.0000,87.5124,40.6585
44.677,13.7214,-1.2474,15.0000,87.5763,34.4414
44.727,13.3472,-7.4844,15.0000,87.6589,28.4279
44.777,13.4096,1.2474,15.0000,87.7385,35.6544
44.827,13.4096,0.0000,15.0000,87.8180,34.6450
44.877,13.2849,-2.4948,15.0000,87.9037,32.3041
44.927,14.0333,14.9688,15.0000,87.9521,48.3683
44.977,13.7214,-6.2370,15.0000,88.0160,30.4041
45.027,13.6591,-1.2474,15.0000,88.0831,34.2803
45.077,13.4096,-4.9896,15.0000,88.1626,30.6077
45.127,13.4096,0.0000,15.0000,88.2421,34.6450
45.177,13.5967,3.7422,15.0000,88.3123,38.1564
45.227,13.5343,-1.2474,15.0000,88.3855,33.9580
45.277,13.4096,-2.4948,15.0000,88.4651,32.6264
45.327,13.3472,-1.2474,15.0000,88.5477,33.4746
45.377,13.6591,6.2370,15.0000,88.6147,40.3362
45.427,13.6591,0.0000,15.0000,88.6818,35.2896
45.477,13.7838,2.4948,15.0000,88.7426,37.6305
45.527,13.6591,-2.4948,15.0000,88.8096,33.2709
45.577,13.7214,1.2474,15.0000,88.8736,36.4601
45.627,13.5967,-2.4948,15.0000,88.9437,33.1098
45.677,13.9709,7.4844,15.0000,88.9952,42.1512
45.727,13.5967,-7.4844,15.0000,89.0654,29.0725
45.777,13.8462,4.9896,15.0000,89.1231,39.8103
45.827,13.4720,-7.4844,15.0000,89.1995,28.7502
45.877,13.9709,9.9792,15.0000,89.2509,44.1699
45.927,13.9086,-1.2474,15.0000,89.3055,34.9248
45.977,13.7214,-3.7422,15.0000,89.3694,32.4228
46.027,14.2204,9.9792,15.0000,89.4084,44.8144
46.077,13.8462,-7.4844,15.0000,89.4661,29.7171
46.127,14.0957,4.9896,15.0000,89.5113,40.4548
46.177,14.2204,2.4948,15.0000,89.5503,38.7585
46.227,14.0333,-3.7422,15.0000,89.5986,33.2285
46.277,14.2828,4.9896,15.0000,89.6345,40.9383
46.327,14.0333,-4.9896,15.0000,89.6828,32.2191
46.377,14.3451,6.2370,15.0000,89.7155,42.1088
46.427,14.3451,0.0000,15.0000,89.7483,37.0621
46.477,14.3451,0.0000,15.0000,89.7810,37.0621
46.527,14.2828,-1.2474,15.0000,89.8169,35.8917
46.577,14.5323,4.9896,15.0000,89.8403,41.5828
46.627,14.4075,-2.4948,15.0000,89.8699,35.2046
46.677,14.6570,4.9896,15.0000,89.8871,41.9051
46.727,14.6570,0.0000,15.0000,89.9042,37.8678
46.777,14.3451,-6.2370,15.0000,89.9370,32.0155
46.827,14.4699,2.4948,15.0000,89.9635,39.4030
46.877,14.3451,-2.4948,15.0000,89.9962,35.0435
46.927,14.3451,0.0000,15.0000,90.0289,37.0621
46.977,14.2828,-1.2474,15.0000,90.0648,35.8917
47.027,14.0333,-4.9896,15.0000,90.1131,32.2191
47.077,14.6570,12.4740,15.0000,90.1303,47.9611
47.127,14.5323,-2.4948,15.0000,90.1537,35.5269
47.177,14.4075,-2.4948,15.0000,90.1833,35.2046
47.227,14.6570,4.9896,15.0000,90.2005,41.9051
47.277,14.4699,-3.7422,15.0000,90.2270,34.3564
47.327,14.0957,-7.4844,15.0000,90.2722,30.3616
47.377,14.2204,2.4948,15.0000,90.3112,38.7585
47.427,14.5323,6.2370,15.0000,90.3345,42.5922
47.477,14.4699,-1.2474,15.0000,90.3610,36.3751
47.527,14.5946,2.4948,15.0000,90.3813,39.7253
47.577,14.3451,-4.9896,15.0000,90.4141,33.0248
47.627,14.4075,1.2474,15.0000,90.4437,38.2326
47.677,14.2204,-3.7422,15.0000,90.4827,33.7119
47.727,14.3451,2.4948,15.0000,90.5154,39.0808
47.777,14.5323,3.7422,15.0000,90.5388,40.5735
47.827,14.1580,-7.4844,15.0000,90.5809,30.5228
47.877,14.1580,0.0000,15.0000,90.6230,36.5787
47.927,14.7194,11.2266,15.0000,90.6370,47.1129
47.977,14.4075,-6.2370,15.0000,90.6666,32.1766
48.027,14.0333,-7.4844,15.0000,90.7150,30.2005
48.077,14.3451,6.2370,15.0000,90.7477,42.1088
48.127,14.5946,4.9896,15.0000,90.7680,41.7440
48.177,14.1580,-8.7318,15.0000,90.8101,29.5134
48.227,14.5323,7.4844,15.0000,90.8335,43.6015
48.277,14.0957,-8.7318,15.0000,90.8787,29.3523
48.327,14.1580,1.2474,15.0000,90.9208,37.5880
48.377,14.1580,0.0000,15.0000,90.9629,36.5787
48.427,13.9709,-3.7422,15.0000,91.0144,33.0673
48.477,14.3451,7.4844,15.0000,91.0471,43.1181
48.527,14.1580,-3.7422,15.0000,91.0892,33.5507
48.577,14.2828,2.4948,15.0000,91.1251,38.9196
48.627,14.6570,7.4844,15.0000,91.1422,43.9238
48.677,14.3451,-6.2370,15.0000,91.1750,32.0155
48.727,14.1580,-3.7422,15.0000,91.2171,33.5507
48.777,14.2828,2.4948,15.0000,91.2529,38.9196
48.827,14.6570,7.4844,15.0000,91.2701,43.9238
48.877,14.3451,-6.2370,15.0000,91.3028,32.0155
48.927,14.2204,-2.4948,15.0000,91.3418,34.7212
48.977,14.1580,-1.2474,15.0000,91.3839,35.5694
49.027,14.0957,-1.2474,15.0000,91.4291,35.4082
49.077,14.5323,8.7318,15.0000,91.4525,44.6108
49.127,14.6570,2.4948,15.0000,91.4696,39.8865
49.177,14.7194,1.2474,15.0000,91.4837,39.0383
49.227,14.2828,-8.7318,15.0000,91.5195,29.8357
49.277,14.5946,6.2370,15.0000,91.5398,42.7533
49.327,14.2204,-7.4844,15.0000,91.5788,30.6839
