tempo_s,posicao_cm,velocidade_cms,x_ref_cm,e_int,u_K
125.930,16.1539,-11.2266,0.0000,-343.9435,32.6513
125.980,16.1539,0.0000,0.0000,-344.7512,41.7352
126.030,16.3410,3.7422,0.0000,-345.5682,45.2465
126.080,16.0291,-6.2370,0.0000,-346.3697,36.3663
126.130,15.8420,-3.7422,0.0000,-347.1618,37.9015
126.180,15.4678,-7.4844,0.0000,-347.9352,33.9067
126.230,15.7797,6.2370,0.0000,-348.7242,45.8149
126.280,16.0915,6.2370,0.0000,-349.5288,46.6207
126.330,15.3431,-14.9688,0.0000,-350.2959,27.5284
126.380,15.9668,12.4740,0.0000,-351.0942,51.3450
126.430,16.2786,6.2370,0.0000,-351.9082,47.1041
126.480,15.7173,-11.2266,0.0000,-352.6940,31.5233
126.530,16.4034,13.7214,0.0000,-353.5142,53.4823
126.580,15.7797,-12.4740,0.0000,-354.3032,30.6751
126.630,16.2786,9.9792,0.0000,-355.1171,50.1320
126.680,16.2786,0.0000,0.0000,-355.9311,42.0574
126.730,15.9668,-6.2370,0.0000,-356.7294,36.2051
126.780,16.1539,3.7422,0.0000,-357.5371,44.7631
126.830,15.8420,-6.2370,0.0000,-358.3292,35.8828
126.880,16.0915,4.9896,0.0000,-359.1338,45.6113
126.930,16.2786,3.7422,0.0000,-359.9477,45.0854
126.980,16.5281,4.9896,0.0000,-360.7741,46.7393
127.030,16.4034,-2.4948,0.0000,-361.5943,40.3611
127.080,15.7797,-12.4740,0.0000,-362.3833,30.6751
127.130,16.3410,11.2266,0.0000,-363.2003,51.3025
127.180,16.0291,-6.2370,0.0000,-364.0018,36.3663
127.230,16.2786,4.9896,0.0000,-364.8157,46.0947
127.280,16.4657,3.7422,0.0000,-365.6390,45.5688
127.330,15.8420,-12.4740,0.0000,-366.4311,30.8362
127.380,16.9023,21.2058,0.0000,-367.2762,60.8273
127.430,16.1539,-14.9688,0.0000,-368.0839,29.6233
127.480,15.7173,-8.7318,0.0000,-368.8698,33.5419
127.530,15.7797,1.2474,0.0000,-369.6587,41.7777
127.580,16.0291,4.9896,0.0000,-370.4602,45.4502
127.630,15.7797,-4.9896,0.0000,-371.2492,36.7310
127.680,15.7797,0.0000,0.0000,-372.0382,40.7683
127.730,15.7797,0.0000,0.0000,-372.8271,40.7683
127.780,15.9668,3.7422,0.0000,-373.6255,44.2797
127.830,16.3410,7.4844,0.0000,-374.4425,48.2745
127.880,16.0291,-6.2370,0.0000,-375.2440,36.3663
127.930,15.9668,-1.2474,0.0000,-376.0423,40.2424
127.980,16.0291,1.2474,0.0000,-376.8438,42.4222
128.030,16.0291,0.0000,0.0000,-377.6452,41.4129
128.080,15.9044,-2.4948,0.0000,-378.4405,39.0720
128.130,15.4678,-8.7318,0.0000,-379.2139,32.8974
128.180,16.2162,14.9688,0.0000,-380.0247,54.0082
128.230,16.0915,-2.4948,0.0000,-380.8292,39.5554
128.280,15.7173,-7.4844,0.0000,-381.6151,34.5512
128.330,15.9044,3.7422,0.0000,-382.4103,44.1186
128.380,15.7173,-3.7422,0.0000,-383.1962,37.5792
128.430,16.0291,6.2370,0.0000,-383.9976,46.4595
128.480,15.5925,-8.7318,0.0000,-384.7773,33.2196
128.530,16.2162,12.4740,0.0000,-385.5881,51.9896
128.580,16.1539,-1.2474,0.0000,-386.3958,40.7258
128.630,15.5302,-12.4740,0.0000,-387.1723,30.0305
128.680,15.9044,7.4844,0.0000,-387.9675,47.1465
128.730,15.9668,1.2474,0.0000,-388.7658,42.2611
128.780,16.3410,7.4844,0.0000,-389.5829,48.2745
128.830,16.0291,-6.2370,0.0000,-390.3843,36.3663
128.880,15.7173,-6.2370,0.0000,-391.1702,35.5605
128.930,16.1539,8.7318,0.0000,-391.9779,48.8004
128.980,15.9668,-3.7422,0.0000,-392.7762,38.2238
129.030,16.0291,1.2474,0.0000,-393.5777,42.4222
129.080,15.7797,-4.9896,0.0000,-394.3667,36.7310
129.130,16.4657,13.7214,0.0000,-395.1900,53.6434
129.180,15.7797,-13.7214,0.0000,-395.9790,29.6657
129.230,16.0291,4.9896,0.0000,-396.7804,45.4502
129.280,16.1539,2.4948,0.0000,-397.5881,43.7538
129.330,15.7173,-8.7318,0.0000,-398.3740,33.5419
129.380,16.2162,9.9792,0.0000,-399.1848,49.9709
129.430,16.0915,-2.4948,0.0000,-399.9894,39.5554
129.480,16.2786,3.7422,0.0000,-400.8033,45.0854
129.530,16.1539,-2.4948,0.0000,-401.6110,39.7165
129.580,15.7797,-7.4844,0.0000,-402.4000,34.7124
129.630,16.0291,4.9896,0.0000,-403.2014,45.4502
129.680,15.9668,-1.2474,0.0000,-403.9998,40.2424
129.730,16.2786,6.2370,0.0000,-404.8137,47.1041
129.780,16.1539,-2.4948,0.0000,-405.6214,39.7165
129.830,15.9044,-4.9896,0.0000,-406.4166,37.0533
129.880,15.6549,-4.9896,0.0000,-407.1994,36.4087
129.930,15.8420,3.7422,0.0000,-407.9915,43.9575
129.980,16.2162,7.4844,0.0000,-408.8023,47.9523
130.030,15.5925,-12.4740,0.0000,-409.5819,30.1916
130.080,15.6549,1.2474,0.0000,-410.3646,41.4554
130.130,16.0291,7.4844,0.0000,-411.1661,47.4688
130.180,16.4034,7.4844,10.0000,-0.3202,48.4357
130.230,16.0915,-6.2370,10.0000,-0.6247,36.5274
130.280,16.0291,-1.2474,10.0000,-0.9262,40.4035
130.330,15.9044,-2.4948,10.0000,-1.2214,39.0720
130.380,16.0915,3.7422,10.0000,-1.5260,44.6020
130.430,16.1539,1.2474,10.0000,-1.8337,42.7445
130.480,15.2183,-18.7110,10.0000,-2.0946,24.1782
130.530,15.4678,4.9896,10.0000,-2.3680,43.9999
130.580,15.8420,7.4844,10.0000,-2.6601,46.9854
130.630,15.9044,1.2474,10.0000,-2.9553,42.0999
130.680,15.5925,-6.2370,10.0000,-3.2349,35.2383
130.730,15.6549,1.2474,10.0000,-3.5177,41.4554
130.780,16.0291,7.4844,10.0000,-3.8191,47.4688
130.830,15.7173,-6.2370,10.0000,-4.1050,35.5605
130.880,15.1560,-11.2266,10.0000,-4.3628,30.0730
130.930,15.5302,7.4844,10.0000,-4.6393,46.1797
130.980,15.7797,4.9896,10.0000,-4.9283,44.8056
131.030,15.7173,-1.2474,10.0000,-5.2142,39.5979
131.080,15.5302,-3.7422,10.0000,-5.4907,37.0958
131.130,15.8420,6.2370,10.0000,-5.7828,45.9761
131.180,15.5302,-6.2370,10.0000,-6.0593,35.0771
131.230,15.7797,4.9896,10.0000,-6.3483,44.8056
131.280,15.9044,2.4948,10.0000,-6.6435,43.1093
131.330,15.6549,-4.9896,10.0000,-6.9262,36.4087
131.380,15.5302,-2.4948,10.0000,-7.2027,38.1051
131.430,15.5925,1.2474,10.0000,-7.4824,41.2942
131.480,15.7173,2.4948,10.0000,-7.7682,42.6258
131.530,15.2807,-8.7318,10.0000,-8.0323,32.4139
131.580,15.9668,13.7214,10.0000,-8.3306,52.3543
131.630,15.9668,0.0000,10.0000,-8.6290,41.2517
131.680,15.6549,-6.2370,10.0000,-8.9117,35.3994
131.730,16.2162,11.2266,10.0000,-9.2225,50.9802
131.780,15.5925,-12.4740,10.0000,-9.5021,30.1916
131.830,15.3431,-4.9896,10.0000,-9.7693,35.6030
131.880,15.4678,2.4948,10.0000,-10.0427,41.9813
131.930,15.4054,-1.2474,10.0000,-10.3129,38.7922
131.980,15.9044,9.9792,10.0000,-10.6082,49.1652
132.030,15.7797,-2.4948,10.0000,-10.8972,38.7497
132.080,15.5925,-3.7422,10.0000,-11.1768,37.2569
132.130,15.7797,3.7422,10.0000,-11.4658,43.7963
132.180,15.4678,-6.2370,10.0000,-11.7392,34.9160
132.230,15.7173,4.9896,10.0000,-12.0250,44.6445
132.280,15.7797,1.2474,10.0000,-12.3140,41.7777
132.330,15.4678,-6.2370,10.0000,-12.5874,34.9160
132.380,15.8420,7.4844,10.0000,-12.8795,46.9854
132.430,15.5925,-4.9896,10.0000,-13.1591,36.2476
132.480,15.6549,1.2474,10.0000,-13.4419,41.4554
132.530,15.5925,-1.2474,10.0000,-13.7215,39.2756
132.580,15.7797,3.7422,10.0000,-14.0105,43.7963
132.630,15.0936,-13.7214,10.0000,-14.2652,27.8932
132.680,15.8420,14.9688,10.0000,-14.5573,53.0414
132.730,15.6549,-3.7422,10.0000,-14.8400,37.4181
132.780,15.4678,-3.7422,10.0000,-15.1134,36.9347
132.830,15.5925,2.4948,10.0000,-15.3930,42.3035
132.880,15.0936,-9.9792,10.0000,-15.6477,30.9212
132.930,15.5302,8.7318,10.0000,-15.9242,47.1891
132.980,15.1560,-7.4844,10.0000,-16.1820,33.1010
133.030,15.5302,7.4844,10.0000,-16.4585,46.1797
133.080,15.2807,-4.9896,10.0000,-16.7225,35.4419
133.130,15.4678,3.7422,10.0000,-16.9959,42.9906
133.180,15.4678,0.0000,10.0000,-17.2693,39.9626
133.230,15.2807,-3.7422,10.0000,-17.5334,36.4512
133.280,15.2807,0.0000,10.0000,-17.7974,39.4792
133.330,15.2183,-1.2474,10.0000,-18.0583,38.3087
133.380,15.0312,-3.7422,10.0000,-18.3099,35.8067
133.430,14.7817,-4.9896,10.0000,-18.5490,34.1528
133.480,14.9065,2.4948,10.0000,-18.7943,40.5310
133.530,14.9688,1.2474,10.0000,-19.0427,39.6828
133.580,14.7817,-3.7422,10.0000,-19.2818,35.1621
133.630,15.0312,4.9896,10.0000,-19.5334,42.8719
133.680,14.8441,-3.7422,10.0000,-19.7756,35.3233
133.730,14.4699,-7.4844,10.0000,-19.9991,31.3284
133.780,14.7194,4.9896,10.0000,-20.2350,42.0663
133.830,14.1580,-11.2266,10.0000,-20.4429,27.4948
133.880,14.2828,2.4948,10.0000,-20.6571,38.9196
133.930,14.2828,0.0000,10.0000,-20.8712,36.9010
133.980,14.2828,0.0000,10.0000,-21.0854,36.9010
134.030,14.2204,-1.2474,10.0000,-21.2964,35.7305
134.080,13.8462,-7.4844,10.0000,-21.4887,29.7171
134.130,13.9709,2.4948,10.0000,-21.6872,38.1139
134.180,13.8462,-2.4948,10.0000,-21.8795,33.7544
134.230,13.6591,-3.7422,10.0000,-22.0625,32.2616
134.280,13.3472,-6.2370,10.0000,-22.2299,29.4373
134.330,13.2225,-2.4948,10.0000,-22.3910,32.1430
134.380,13.0354,-3.7422,10.0000,-22.5427,30.6502
134.430,12.7859,-4.9896,10.0000,-22.6820,28.9964
134.480,12.6612,-2.4948,10.0000,-22.8151,30.6927
134.530,12.4117,-4.9896,10.0000,-22.9357,28.0295
134.580,12.4117,0.0000,10.0000,-23.0563,32.0668
134.630,11.9751,-8.7318,10.0000,-23.1550,23.8736
134.680,12.0375,1.2474,10.0000,-23.2569,32.1093
134.730,11.7880,-4.9896,10.0000,-23.3463,26.4181
134.780,11.4761,-6.2370,10.0000,-23.4201,24.6031
134.830,11.6632,3.7422,10.0000,-23.5033,33.1611
134.880,11.4761,-3.7422,10.0000,-23.5771,26.6218
134.930,11.4761,0.0000,10.0000,-23.6509,29.6497
134.980,11.2890,-3.7422,10.0000,-23.7153,26.1383
135.030,11.2890,0.0000,10.0000,-23.7798,29.1663
135.080,11.1019,-3.7422,10.0000,-23.8349,25.6549
135.130,11.1643,1.2474,10.0000,-23.8931,29.8533
135.180,10.9148,-4.9896,10.0000,-23.9388,24.1622
135.230,11.1643,4.9896,10.0000,-23.9970,32.8813
135.280,11.1019,-1.2474,10.0000,-24.0521,27.6736
135.330,10.9772,-2.4948,10.0000,-24.1010,26.3420
135.380,11.1643,3.7422,10.0000,-24.1592,31.8720
135.430,10.8524,-6.2370,10.0000,-24.2018,22.9917
135.480,10.8524,0.0000,10.0000,-24.2445,28.0383
135.530,10.7901,-1.2474,10.0000,-24.2840,26.8679
135.580,10.9772,3.7422,10.0000,-24.3328,31.3886
135.630,11.0395,1.2474,10.0000,-24.3848,29.5311
135.680,10.8524,-3.7422,10.0000,-24.4274,25.0104
135.730,11.0395,3.7422,10.0000,-24.4794,31.5497
135.780,11.0395,0.0000,10.0000,-24.5314,28.5217
135.830,10.9772,-1.2474,10.0000,-24.5802,27.3513
135.880,11.1019,2.4948,10.0000,-24.6353,30.7015
135.930,11.1643,1.2474,10.0000,-24.6935,29.8533
135.980,11.1643,0.0000,10.0000,-24.7518,28.8440
136.030,11.2266,1.2474,10.0000,-24.8131,30.0145
136.080,11.5385,6.2370,10.0000,-24.8900,34.8575
136.130,11.5385,0.0000,10.0000,-24.9669,29.8109
136.180,11.2266,-6.2370,10.0000,-25.0283,23.9585
136.230,11.6009,7.4844,10.0000,-25.1083,36.0279
136.280,11.4761,-2.4948,10.0000,-25.1821,27.6311
136.330,11.2890,-3.7422,10.0000,-25.2466,26.1383
136.380,11.2266,-1.2474,10.0000,-25.3079,27.9958
136.430,11.5385,6.2370,10.0000,-25.3848,34.8575
136.480,11.6632,2.4948,10.0000,-25.4680,32.1518
136.530,11.7256,1.2474,10.0000,-25.5543,31.3036
136.580,11.7256,0.0000,10.0000,-25.6405,30.2943
136.630,11.7880,1.2474,10.0000,-25.7299,31.4647
136.680,11.6009,-3.7422,10.0000,-25.8100,26.9440
136.730,11.9751,7.4844,10.0000,-25.9087,36.9948
136.780,11.7256,-4.9896,10.0000,-25.9950,26.2570
136.830,11.9127,3.7422,10.0000,-26.0907,33.8057
136.880,11.9127,0.0000,10.0000,-26.1863,30.7777
136.930,11.7880,-2.4948,10.0000,-26.2757,28.4368
136.980,11.9127,2.4948,10.0000,-26.3713,32.7963
137.030,11.9127,0.0000,10.0000,-26.4670,30.7777
137.080,12.0998,3.7422,10.0000,-26.5719,34.2891
137.130,12.0375,-1.2474,10.0000,-26.6738,30.0906
137.180,11.9751,-1.2474,10.0000,-26.7726,29.9295
137.230,12.1622,3.7422,10.0000,-26.8807,34.4502
137.280,12.2869,2.4948,10.0000,-26.9950,33.7632
137.330,11.9127,-7.4844,10.0000,-27.0907,24.7217
137.380,12.0375,2.4948,10.0000,-27.1925,33.1186
137.430,12.0375,0.0000,10.0000,-27.2944,31.1000
137.480,11.8503,-3.7422,10.0000,-27.3869,27.5886
137.530,12.2246,7.4844,10.0000,-27.4982,37.6393
137.580,12.0375,-3.7422,10.0000,-27.6000,28.0720
137.630,12.0375,0.0000,10.0000,-27.7019,31.1000
137.680,12.0998,1.2474,10.0000,-27.8069,32.2704
137.730,11.8503,-4.9896,10.0000,-27.8994,26.5792
137.780,11.9127,1.2474,10.0000,-27.9951,31.7870
137.830,11.9127,0.0000,10.0000,-28.0907,30.7777
137.880,11.7880,-2.4948,10.0000,-28.1801,28.4368
137.930,11.9127,2.4948,10.0000,-28.2757,32.7963
137.980,11.7256,-3.7422,10.0000,-28.3620,27.2663
138.030,12.0375,6.2370,10.0000,-28.4639,36.1466
138.080,11.8503,-3.7422,10.0000,-28.5564,27.5886
138.130,11.9751,2.4948,10.0000,-28.6551,32.9575
138.180,11.7880,-3.7422,10.0000,-28.7445,27.4274
138.230,12.0998,6.2370,10.0000,-28.8495,36.3077
138.280,11.7256,-7.4844,10.0000,-28.9358,24.2383
138.330,12.0375,6.2370,10.0000,-29.0377,36.1466
138.380,11.7880,-4.9896,10.0000,-29.1271,26.4181
138.430,11.9127,2.4948,10.0000,-29.2227,32.7963
138.480,11.7880,-2.4948,10.0000,-29.3121,28.4368
138.530,11.7880,0.0000,10.0000,-29.4015,30.4554
138.580,11.7880,0.0000,10.0000,-29.4909,30.4554
138.630,11.8503,1.2474,10.0000,-29.5834,31.6259
138.680,11.7880,-1.2474,10.0000,-29.6728,29.4461
138.730,11.9751,3.7422,10.0000,-29.7716,33.9668
138.780,11.7880,-3.7422,10.0000,-29.8610,27.4274
138.830,11.9751,3.7422,10.0000,-29.9598,33.9668
138.880,11.8503,-2.4948,10.0000,-30.0523,28.5979
138.930,11.7880,-1.2474,10.0000,-30.1417,29.4461
138.980,11.9751,3.7422,10.0000,-30.2404,33.9668
139.030,11.7880,-3.7422,10.0000,-30.3298,27.4274
139.080,11.6632,-2.4948,10.0000,-30.4130,28.1145
139.130,11.9751,6.2370,10.0000,-30.5117,35.9855
139.180,11.6632,-6.2370,10.0000,-30.5949,25.0865
139.230,11.9751,6.2370,10.0000,-30.6937,35.9855
139.280,11.7256,-4.9896,10.0000,-30.7799,26.2570
139.330,11.9127,3.7422,10.0000,-30.8756,33.8057
139.380,11.9127,0.0000,10.0000,-30.9712,30.7777
139.430,11.5385,-7.4844,10.0000,-31.0481,23.7549
139.480,11.7256,3.7422,10.0000,-31.1344,33.3222
139.530,11.7256,0.0000,10.0000,-31.2207,30.2943
139.580,11.9751,4.9896,10.0000,-31.3194,34.9761
139.630,11.6632,-6.2370,10.0000,-31.4026,25.0865
139.680,11.7880,2.4948,10.0000,-31.4920,32.4741
139.730,11.7880,0.0000,10.0000,-31.5814,30.4554
139.780,11.7880,0.0000,10.0000,-31.6708,30.4554
139.830,11.7880,0.0000,10.0000,-31.7602,30.4554
139.880,11.8503,1.2474,10.0000,-31.8527,31.6259
139.930,11.7880,-1.2474,10.0000,-31.9421,29.4461
139.980,11.7880,0.0000,10.0000,-32.0315,30.4554
140.030,11.7880,0.0000,10.0000,-32.1209,30.4554
140.080,11.7880,0.0000,10.0000,-32.2103,30.4554
140.130,11.6009,-3.7422,10.0000,-32.2904,26.9440
140.180,11.7256,2.4948,10.0000,-32.3766,32.3129
140.230,12.0998,7.4844,10.0000,-32.4816,37.3171
140.280,11.6632,-8.7318,10.0000,-32.5648,23.0678
140.330,11.9751,6.2370,10.0000,-32.6635,35.9855
140.380,11.9127,-1.2474,10.0000,-32.7592,29.7684
140.430,11.7256,-3.7422,10.0000,-32.8455,27.2663
140.480,12.0375,6.2370,10.0000,-32.9473,36.1466
140.530,11.7256,-6.2370,10.0000,-33.0336,25.2476
140.580,11.9127,3.7422,10.0000,-33.1293,33.8057
140.630,11.9127,0.0000,10.0000,-33.2249,30.7777
140.680,11.9127,0.0000,10.0000,-33.3205,30.7777
140.730,11.9751,1.2474,10.0000,-33.4193,31.9482
140.780,11.7880,-3.7422,10.0000,-33.5087,27.4274
140.830,11.5385,-4.9896,10.0000,-33.5856,25.7736
140.880,11.8503,6.2370,10.0000,-33.6781,35.6632
140.930,11.9751,2.4948,10.0000,-33.7769,32.9575
140.980,11.7880,-3.7422,10.0000,-33.8663,27.4274
141.030,11.9127,2.4948,10.0000,-33.9619,32.7963
141.080,11.7256,-3.7422,10.0000,-34.0482,27.2663
141.130,11.6632,-1.2474,10.0000,-34.1313,29.1238
141.180,11.5385,-2.4948,10.0000,-34.2083,27.7922
141.230,11.6632,2.4948,10.0000,-34.2914,32.1518
141.280,11.4138,-4.9896,10.0000,-34.3621,25.4513
141.330,11.7880,7.4844,10.0000,-34.4515,36.5114
141.380,11.4761,-6.2370,10.0000,-34.5253,24.6031
141.430,11.6009,2.4948,10.0000,-34.6054,31.9906
141.480,11.6632,1.2474,10.0000,-34.6885,31.1424
141.530,11.6632,0.0000,10.0000,-34.7717,30.1331
141.580,11.6632,0.0000,10.0000,-34.8549,30.1331
141.630,11.7256,1.2474,10.0000,-34.9411,31.3036
141.680,11.6009,-2.4948,10.0000,-35.0212,27.9534
141.730,11.6009,0.0000,10.0000,-35.1012,29.9720
141.780,11.7256,2.4948,10.0000,-35.1875,32.3129
141.830,11.4761,-4.9896,10.0000,-35.2613,25.6124
141.880,11.6632,3.7422,10.0000,-35.3445,33.1611
141.930,11.5385,-2.4948,10.0000,-35.4214,27.7922
141.980,11.6009,1.2474,10.0000,-35.5014,30.9813
142.030,11.6009,0.0000,10.0000,-35.5815,29.9720
142.080,11.9127,6.2370,10.0000,-35.6771,35.8243
142.130,11.6632,-4.9896,10.0000,-35.7603,26.0958
142.180,11.8503,3.7422,10.0000,-35.8528,33.6445
142.230,11.3514,-9.9792,10.0000,-35.9204,21.2528
142.280,11.6009,4.9896,10.0000,-36.0004,34.0093
142.330,11.2890,-6.2370,10.0000,-36.0649,24.1197
142.380,11.5385,4.9896,10.0000,-36.1418,33.8482
142.430,11.5385,0.0000,10.0000,-36.2187,29.8109
142.480,11.3514,-3.7422,10.0000,-36.2863,26.2994
142.530,11.4138,1.2474,10.0000,-36.3570,30.4979
142.580,11.5385,2.4948,10.0000,-36.4339,31.8295
142.630,11.4138,-2.4948,10.0000,-36.5046,27.4699
142.680,11.5385,2.4948,10.0000,-36.5815,31.8295
142.730,11.3514,-3.7422,10.0000,-36.6491,26.2994
142.780,11.6009,4.9896,10.0000,-36.7291,34.0093
142.830,11.4138,-3.7422,10.0000,-36.7998,26.4606
142.880,11.4761,1.2474,10.0000,-36.8736,30.6590
142.930,11.4138,-1.2474,10.0000,-36.9443,28.4792
142.980,11.6009,3.7422,10.0000,-37.0244,33.0000
143.030,11.2266,-7.4844,10.0000,-37.0857,22.9492
143.080,11.2890,1.2474,10.0000,-37.1501,30.1756
143.130,11.4761,3.7422,10.0000,-37.2239,32.6777
143.180,11.5385,1.2474,10.0000,-37.3009,30.8202
143.230,11.3514,-3.7422,10.0000,-37.3684,26.2994
143.280,11.3514,0.0000,10.0000,-37.4360,29.3274
143.330,11.4138,1.2474,10.0000,-37.5067,30.4979
143.380,11.4138,0.0000,10.0000,-37.5774,29.4886
143.430,11.3514,-1.2474,10.0000,-37.6450,28.3181
143.480,11.6009,4.9896,10.0000,-37.7250,34.0093
143.530,11.5385,-1.2474,10.0000,-37.8019,28.8015
143.580,11.6632,2.4948,10.0000,-37.8851,32.1518
143.630,11.5385,-2.4948,10.0000,-37.9620,27.7922
143.680,11.5385,0.0000,10.0000,-38.0389,29.8109
143.730,11.4761,-1.2474,10.0000,-38.1127,28.6404
143.780,11.4761,0.0000,10.0000,-38.1865,29.6497
143.830,11.5385,1.2474,10.0000,-38.2635,30.8202
143.880,11.6009,1.2474,10.0000,-38.3435,30.9813
143.930,11.6009,0.0000,10.0000,-38.4236,29.9720
143.980,11.4138,-3.7422,10.0000,-38.4942,26.4606
144.030,11.5385,2.4948,10.0000,-38.5712,31.8295
144.080,11.4761,-1.2474,10.0000,-38.6450,28.6404
144.130,11.5385,1.2474,10.0000,-38.7219,30.8202
144.180,11.4138,-2.4948,10.0000,-38.7926,27.4699
144.230,11.4761,1.2474,10.0000,-38.8664,30.6590
144.280,11.4761,0.0000,10.0000,-38.9402,29.6497
144.330,11.4761,0.0000,10.0000,-39.0140,29.6497
144.380,11.4761,0.0000,10.0000,-39.0878,29.6497
144.430,11.6009,2.4948,10.0000,-39.1679,31.9906
144.480,11.4761,-2.4948,10.0000,-39.2417,27.6311
144.530,11.2266,-4.9896,10.0000,-39.3030,24.9679
144.580,11.6009,7.4844,10.0000,-39.3830,36.0279
144.630,11.4138,-3.7422,10.0000,-39.4537,26.4606
144.680,11.5385,2.4948,10.0000,-39.5307,31.8295
144.730,11.5385,0.0000,10.0000,-39.6076,29.8109
144.780,11.4761,-1.2474,10.0000,-39.6814,28.6404
144.830,11.2890,-3.7422,10.0000,-39.7458,26.1383
144.880,11.3514,1.2474,10.0000,-39.8134,30.3368
144.930,11.4761,2.4948,10.0000,-39.8872,31.6684
144.980,11.4138,-1.2474,10.0000,-39.9579,28.4792
145.030,11.4761,1.2474,10.0000,-40.0317,30.6590
145.080,11.2266,-4.9896,10.0000,-40.0930,24.9679
145.130,11.6009,7.4844,10.0000,-40.1731,36.0279
145.180,11.4138,-3.7422,10.0000,-40.2438,26.4606
145.230,11.4138,0.0000,10.0000,-40.3145,29.4886
145.280,11.3514,-1.2474,10.0000,-40.3820,28.3181
145.330,11.5385,3.7422,10.0000,-40.4590,32.8388
145.380,11.6009,1.2474,10.0000,-40.5390,30.9813
145.430,11.3514,-4.9896,10.0000,-40.6066,25.2901
145.480,11.5385,3.7422,10.0000,-40.6835,32.8388
145.530,11.6632,2.4948,10.0000,-40.7667,32.1518
145.580,11.3514,-6.2370,10.0000,-40.8342,24.2808
145.630,11.3514,0.0000,10.0000,-40.9018,29.3274
145.680,11.4138,1.2474,10.0000,-40.9725,30.4979
145.730,11.6009,3.7422,10.0000,-41.0525,33.0000
145.780,11.2890,-6.2370,10.0000,-41.1170,24.1197
145.830,11.5385,4.9896,10.0000,-41.1939,33.8482
145.880,11.6009,1.2474,10.0000,-41.2739,30.9813
145.930,11.3514,-4.9896,10.0000,-41.3415,25.2901
145.980,11.3514,0.0000,10.0000,-41.4091,29.3274
146.030,11.4761,2.4948,10.0000,-41.4829,31.6684
146.080,11.5385,1.2474,10.0000,-41.5598,30.8202
146.130,11.3514,-3.7422,10.0000,-41.6274,26.2994
146.180,11.4761,2.4948,10.0000,-41.7012,31.6684
146.230,11.4761,0.0000,10.0000,-41.7750,29.6497
146.280,11.2890,-3.7422,10.0000,-41.8394,26.1383
146.330,11.4138,2.4948,10.0000,-41.9101,31.5072
146.380,11.6632,4.9896,10.0000,-41.9933,34.1704
146.430,11.3514,-6.2370,10.0000,-42.0609,24.2808
146.480,11.4761,2.4948,10.0000,-42.1347,31.6684
146.530,11.4138,-1.2474,10.0000,-42.2054,28.4792
146.580,11.3514,-1.2474,10.0000,-42.2729,28.3181
146.630,11.6632,6.2370,10.0000,-42.3561,35.1798
146.680,11.5385,-2.4948,10.0000,-42.4330,27.7922
146.730,11.4138,-2.4948,10.0000,-42.5037,27.4699
146.780,11.6632,4.9896,10.0000,-42.5869,34.1704
146.830,11.4761,-3.7422,10.0000,-42.6607,26.6218
146.880,11.6632,3.7422,10.0000,-42.7438,33.1611
146.930,11.4138,-4.9896,10.0000,-42.8145,25.4513
146.980,11.5385,2.4948,10.0000,-42.8914,31.8295
147.030,11.4138,-2.4948,10.0000,-42.9621,27.4699
147.080,11.4761,1.2474,10.0000,-43.0359,30.6590
147.130,11.3514,-2.4948,10.0000,-43.1035,27.3088
147.180,11.4138,1.2474,10.0000,-43.1742,30.4979
147.230,11.3514,-1.2474,10.0000,-43.2418,28.3181
147.280,11.4761,2.4948,10.0000,-43.3156,31.6684
147.330,11.4138,-1.2474,10.0000,-43.3863,28.4792
147.380,11.3514,-1.2474,10.0000,-43.4538,28.3181
147.430,11.2890,-1.2474,10.0000,-43.5183,28.1570
147.480,11.2266,-1.2474,10.0000,-43.5796,27.9958
147.530,11.2890,1.2474,10.0000,-43.6441,30.1756
147.580,11.1643,-2.4948,10.0000,-43.7023,26.8254
147.630,11.1019,-1.2474,10.0000,-43.7574,27.6736
147.680,11.0395,-1.2474,10.0000,-43.8094,27.5124
147.730,11.0395,0.0000,10.0000,-43.8613,28.5217
147.780,10.7901,-4.9896,10.0000,-43.9008,23.8399
147.830,10.9772,3.7422,10.0000,-43.9497,31.3886
147.880,10.9772,0.0000,10.0000,-43.9986,28.3606
147.930,10.9148,-1.2474,10.0000,-44.0443,27.1902
147.980,10.8524,-1.2474,10.0000,-44.0869,27.0290
148.030,10.9772,2.4948,10.0000,-44.1358,30.3792
148.080,10.7901,-3.7422,10.0000,-44.1753,24.8492
148.130,10.5406,-4.9896,10.0000,-44.2023,23.1953
148.180,10.7277,3.7422,10.0000,-44.2387,30.7440
148.230,10.7901,1.2474,10.0000,-44.2782,28.8865
148.280,10.7901,0.0000,10.0000,-44.3177,27.8772
148.330,10.4782,-6.2370,10.0000,-44.3416,22.0249
148.380,10.4158,-1.2474,10.0000,-44.3624,25.9010
148.430,10.4782,1.2474,10.0000,-44.3863,28.0808
148.480,10.3535,-2.4948,10.0000,-44.4040,24.7306
148.530,10.3535,0.0000,10.0000,-44.4217,26.7492
148.580,10.3535,0.0000,10.0000,-44.4393,26.7492
148.630,10.2911,-1.2474,10.0000,-44.4539,25.5788
148.680,10.2287,-1.2474,10.0000,-44.4653,25.4176
148.730,10.2287,0.0000,10.0000,-44.4768,26.4269
148.780,10.2911,1.2474,10.0000,-44.4913,27.5974
