tempo_s,posicao_cm,velocidade_cms,x_ref_cm,e_int,u_K,x_ddot,posicao_cm_norm,velocidade_cms_norm,x_ref_cm_norm,e_int_norm,u_K_norm
69.927,10.2911,0.0,5.0,-57.7107,26.5881,-3.8453684210525996,-0.11556506546943758,-0.006266437041495043,-1.465053945420711,-1.301308119751237,-0.10933568428795384
69.977,10.1664,-2.4948,5.0,-57.9691,24.2471,-1.680054919908287,-0.14734032406878314,-0.5261699515737737,-1.465053945420711,-1.3064973546993275,-0.32333521237237073
70.027,9.8545,-6.237,5.0,-58.2118,20.4135,-1.0561510297481624,-0.22681669261036946,-1.3060252233721914,-1.465053945420711,-1.3113712994435285,-0.6737788650269715
70.077,10.0416,3.7422,5.0,-58.4639,28.9715,4.061491990846573,-0.17914106403027683,0.7735888347569227,-1.465053945420711,-1.3164340166664914,0.10853978569769271
70.127,9.8545,-3.7422,5.0,-58.7066,22.4321,-0.9745949656750463,-0.22681669261036946,-0.7861217088399128,-1.465053945420711,-1.3213079614106926,-0.4892511215877559
70.177,9.7921,-1.2474,5.0,-58.9462,24.2896,-3.0216521739130098,-0.24271706259111656,-0.2662181943076343,-1.465053945420711,-1.3261196514012594,-0.3194501290987322
70.227,9.6674,-2.4948,5.0,-59.1796,22.958,-0.06932265446230268,-0.2744923211904617,-0.5261699515737737,-1.465053945420711,-1.330806831884558,-0.4411766440911328
70.277,9.4803,-3.7422,5.0,-59.4036,21.4653,-1.4965537757437897,-0.3221679497705543,-0.7861217088399128,-1.465053945420711,-1.3353052398890948,-0.5776299100337251
70.327,9.3555,-2.4948,5.0,-59.6213,22.1524,-2.3732814645308586,-0.3539686897320484,-0.5261699515737737,-1.465053945420711,-1.3396771301685038,-0.5148195402145013
70.377,9.2308,-2.4948,5.0,-59.8329,21.83,-2.54047139588089,-0.3857439483313936,-0.5261699515737737,-1.465053945420711,-1.3439265191585037,-0.5442913248597027
70.427,9.1061,-2.4948,5.0,-60.0382,21.5078,1.0194508009153447,-0.41751920693073913,-0.5261699515737737,-1.465053945420711,-1.3480493904233761,-0.5737448267600866
70.477,8.9813,-2.4948,5.0,-60.2373,21.1855,0.28136842105265014,-0.44931994689223326,-0.5261699515737737,-1.465053945420711,-1.3520477521809797,-0.6032074700328791
70.527,9.0437,1.2474,5.0,-60.4394,24.3746,-5.223665903890198,-0.4334195769114862,0.25368532022464424,-1.465053945420711,-1.3561063604743586,-0.31167996255145514
70.577,8.919,-2.4948,5.0,-60.6354,21.0243,-0.9582837528604093,-0.4651948355108313,-0.5261699515737737,-1.465053945420711,-1.3600424674783282,-0.6179433623554798
70.627,8.6071,-6.237,5.0,-60.8157,17.1907,-0.2446681922195637,-0.5446712040524176,-1.3060252233721914,-1.465053945420711,-1.3636632842784084,-0.9683870150100805
70.677,8.6695,1.2474,5.0,-60.9992,23.4078,-4.367327231121161,-0.528770834071671,0.25368532022464424,-1.465053945420711,-1.3673483640499822,-0.4000587509974244
70.727,8.42,-4.9896,5.0,-61.1702,17.7166,-0.2732128146452961,-0.5923468326325103,-1.0460734661060522,-1.465053945420711,-1.3707824165891596,-0.9203125375134573
70.777,8.2953,-2.4948,5.0,-61.335,19.413,-0.28952402746004857,-0.6241220912318558,-0.5261699515737737,-1.465053945420711,-1.3740919596210688,-0.7652382959746258
70.827,7.9834,-6.237,5.0,-61.4842,15.5793,-3.5191441647597266,-0.7035984597734422,-1.3060252233721914,-1.465053945420711,-1.3770882206669477,-1.115691090001635
70.877,7.9834,0.0,5.0,-61.6333,20.6259,-3.9880915331807287,-0.7035984597734422,-0.006266437041495043,-1.465053945420711,-1.3800824734949673,-0.6543625900311874
70.927,7.7963,-3.7422,5.0,-61.7731,17.1145,-3.250009153318052,-0.7512740883535346,-0.7861217088399128,-1.465053945420711,-1.3828899620620845,-0.9753527407854041
70.977,7.6092,-3.7422,5.0,-61.9036,16.6311,-5.606979405034198,-0.7989497169336268,-0.7861217088399128,-1.465053945420711,-1.3855106863682989,-1.0195421350083886
71.027,7.4221,-3.7422,5.0,-62.0247,16.1477,-1.9084118993133403,-0.8466253455137192,-0.7861217088399128,-1.465053945420711,-1.3879426381957516,-1.0637315292313734
71.077,7.235,-3.7422,5.0,-62.1365,15.6643,0.9052723112129479,-0.8943009740938116,-0.7861217088399128,-1.465053945420711,-1.3901878257623017,-1.1079209234543579
71.127,6.9855,-4.9896,5.0,-62.2357,14.0104,-2.952329519450778,-0.9578769726546511,-1.0460734661060522,-1.465053945420711,-1.3921799778785964,-1.259110081719551
71.177,6.9231,-1.2474,5.0,-62.3319,16.8772,2.679116704805433,-0.9737773426353982,-0.2662181943076343,-1.465053945420711,-1.3941118834591162,-0.9970452175109199
71.227,6.7984,-2.4948,5.0,-62.4218,15.5456,0.5627368421053891,-1.0055526012347435,-0.5261699515737737,-1.465053945420711,-1.3959172713145083,-1.1187717325033202
71.277,6.5489,-4.9896,5.0,-62.4993,12.8824,-0.778860411899247,-1.069128599795583,-1.0460734661060522,-1.465053945420711,-1.3974736401553636,-1.362224762488121
71.327,6.237,-6.237,5.0,-62.5611,11.0674,3.910613272311032,-1.1486049683371693,-1.3060252233721914,-1.465053945420711,-1.3987147187923297,-1.5281406717035062
71.377,6.1123,-2.4948,5.0,-62.6167,13.7731,2.662805491990823,-1.1803802269365147,-0.5261699515737737,-1.465053945420711,-1.3998312879220272,-1.2808025584450669
71.427,5.8628,-4.9896,5.0,-62.6599,11.1099,3.4742883295195393,-1.2439562254973542,-1.0460734661060522,-1.465053945420711,-1.4006988380371879,-1.5242555884298676
71.477,5.6757,-3.7422,5.0,-62.6936,11.6358,4.163437070938154,-1.2916318540774465,-0.7861217088399128,-1.465053945420711,-1.4013756074557275,-1.4761811109332443
71.527,5.6133,-1.2474,5.0,-62.7243,13.4933,5.92504805491977,-1.3075322240581937,-0.2662181943076343,-1.465053945420711,-1.4019921303384921,-1.306380118444221
71.577,5.4886,-2.4948,5.0,-62.7487,12.1617,4.656851258581161,-1.339307482657539,-0.5261699515737737,-1.465053945420711,-1.4024821354961292,-1.4281066334366213
71.627,5.4262,-1.2474,5.0,-62.77,13.0099,3.2663203661326357,-1.355207852638286,-0.2662181943076343,-1.465053945420711,-1.4029098859001319,-1.3505695126672055
71.677,5.3015,-2.4948,5.0,-62.7851,11.6783,3.2663203661327245,-1.3869831112376314,-0.5261699515737737,-1.465053945420711,-1.4032131267968664,-1.472296027659606
71.727,5.052,-4.9896,5.0,-62.7877,9.0151,5.513189931350159,-1.450559109798471,-1.0460734661060522,-1.465053945420711,-1.4032653404612048,-1.7157490576444068
71.777,5.2391,3.7422,5.0,-62.7997,16.5638,3.9921693363844257,-1.4028834812183784,0.7735888347569227,-1.465053945420711,-1.403506326604305,-1.0256942786393504
71.827,5.052,-3.7422,5.0,-62.8023,10.0244,0.24466819221964808,-1.450559109798471,-0.7861217088399128,-1.465053945420711,-1.4035585402686435,-1.623485185924799
71.877,4.8649,-3.7422,5.0,-62.7955,9.541,2.255025171624645,-1.4982347383785632,-0.7861217088399128,-1.465053945420711,-1.4034219814542197,-1.6676745801477835
71.927,4.8649,0.0,5.0,-62.7888,12.569,3.282631578947266,-1.4982347383785632,-0.006266437041495043,-1.465053945420711,-1.4032874308576555,-1.3908738236165517
71.977,4.8649,0.0,5.0,-62.782,12.569,1.855400457665759,-1.4982347383785632,-0.006266437041495043,-1.465053945420711,-1.4031508720432322,-1.3908738236165517
72.027,4.7402,-2.4948,5.0,-62.769,10.228,0.3833135011441957,-1.5300099969779086,-0.5261699515737737,-1.465053945420711,-1.4028898037215403,-1.6048733517009686
72.077,4.6154,-2.4948,5.0,-62.7498,9.9058,2.202013729977128,-1.5618107369394025,-0.5261699515737737,-1.465053945420711,-1.40250422589258,-1.6343268536013527
72.127,4.5531,-1.2474,5.0,-62.7274,10.7539,3.816823798626958,-1.577685625558001,-0.2662181943076343,-1.465053945420711,-1.4020543850921265,-1.5567988742043455
72.177,4.4283,-2.4948,5.0,-62.6989,9.4223,4.143048054919852,-1.6094863655194949,-0.5261699515737737,-1.465053945420711,-1.4014820430022634,-1.6785253891967458
72.227,4.4907,1.2474,5.0,-62.6734,12.6114,0.9297391304346803,-1.593585995538748,0.25368532022464424,-1.465053945420711,-1.4009699474481756,-1.3869978817153217
72.277,4.4283,-1.2474,5.0,-62.6448,10.4317,5.1502654462242115,-1.6094863655194949,-0.2662181943076343,-1.465053945420711,-1.4003955971404534,-1.5862523761047294
72.327,4.4907,1.2474,5.0,-62.6193,12.6114,6.928187643020563,-1.593585995538748,0.25368532022464424,-1.465053945420711,-1.3998835015863655,-1.3869978817153217
72.377,4.4907,0.0,5.0,-62.5939,11.6021,-0.17942334096114065,-1.593585995538748,-0.006266437041495043,-1.465053945420711,-1.3993734142501366,-1.4792617534349295
72.427,4.4907,0.0,5.0,-62.5684,11.6021,3.5517665903889215,-1.593585995538748,-0.006266437041495043,-1.465053945420711,-1.398861318696049,-1.4792617534349295
72.477,4.4283,-1.2474,5.0,-62.5398,10.4317,6.8507093821509475,-1.6094863655194949,-0.2662181943076343,-1.465053945420711,-1.398286968388327,-1.5862523761047294
72.527,4.3659,-1.2474,5.0,-62.5081,10.2705,4.681318077803117,-1.625386735500242,-0.2662181943076343,-1.465053945420711,-1.3976503633269706,-1.6009882684273298
72.577,4.5531,3.7422,5.0,-62.4858,14.7912,-0.5178810068649892,-1.577685625558001,0.7735888347569227,-1.465053945420711,-1.397202530744376,-1.1877342459535056
72.627,4.4907,-1.2474,5.0,-62.4603,10.5928,-0.10602288329520371,-1.593585995538748,-0.2662181943076343,-1.465053945420711,-1.396690435190288,-1.5715256251545373
72.677,4.6154,2.4948,5.0,-62.4411,13.9431,1.4557757437069723,-1.5618107369394025,0.5136370774907836,-1.465053945420711,-1.3963048573613277,-1.2652622253505128
